tone,who,what,when,why_sentence,how,academic_email_academic_tone,where,academic_email_tone_1,academic_email_tone_2,academic_email_tone_3,academic_email_tone_4,academic_email_tone_5,academic_email_tone_6,academic_email_tone_7,academic_template_id
casual,the team lead,a client meeting,this morning,woke with awful nausea cramps,Is it possible to adjust the deadline?,"The issue concerning a client meeting, which took place this morning at at the designated location, resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? We apologize for any inconvenience caused.",at the designated location,"The failure to properly manage a client meeting, which occurred this morning at at the designated location, appears to have resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a client meeting, identified this morning at at the designated location, seems attributable to woke with awful nausea cramps. Is it possible to adjust the deadline? Your attention to this matter would be sincerely appreciated.","An issue in managing a client meeting, noted this morning at at the designated location, was likely caused by woke with awful nausea cramps. Is it possible to adjust the deadline? Any assistance in addressing this matter would be valued.",The improper handling of a client meeting on this morning at at the designated location appears to have stemmed from woke with awful nausea cramps. Is it possible to adjust the deadline? We regret that this situation has arisen.,"A failure in a client meeting management was observed this morning at at the designated location, apparently due to woke with awful nausea cramps. Is it possible to adjust the deadline? Your consideration is appreciated.","The issue concerning a client meeting, which took place this morning at at the designated location, resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? We apologize for any inconvenience caused.","A lapse in a client meeting was identified this morning at at the designated location, which appears to have arisen from woke with awful nausea cramps. Is it possible to adjust the deadline? Efforts to resolve this matter are ongoing, and your patience is appreciated.",6
casual,the team lead,a project deadline,yesterday afternoon,stomach been upset morning,Would it be okay to work from home today?,"An issue in managing a project deadline, noted yesterday afternoon at at the designated location, was likely caused by stomach been upset morning. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",at the designated location,"The failure to properly manage a project deadline, which occurred yesterday afternoon at at the designated location, appears to have resulted from stomach been upset morning. Would it be okay to work from home today? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified yesterday afternoon at at the designated location, seems attributable to stomach been upset morning. Would it be okay to work from home today? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted yesterday afternoon at at the designated location, was likely caused by stomach been upset morning. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on yesterday afternoon at at the designated location appears to have stemmed from stomach been upset morning. Would it be okay to work from home today? We regret that this situation has arisen.,"A failure in a project deadline management was observed yesterday afternoon at at the designated location, apparently due to stomach been upset morning. Would it be okay to work from home today? Your consideration is appreciated.","The issue concerning a project deadline, which took place yesterday afternoon at at the designated location, resulted from stomach been upset morning. Would it be okay to work from home today? We apologize for any inconvenience caused.","A lapse in a project deadline was identified yesterday afternoon at at the designated location, which appears to have arisen from stomach been upset morning. Would it be okay to work from home today? Efforts to resolve this matter are ongoing, and your patience is appreciated.",3
casual,the team lead,a client meeting,this morning,caught sudden fever chills,Would it be okay to work from home today?,The improper handling of a client meeting on this morning at at the designated location appears to have stemmed from caught sudden fever chills. Would it be okay to work from home today? We regret that this situation has arisen.,at the designated location,"The failure to properly manage a client meeting, which occurred this morning at at the designated location, appears to have resulted from caught sudden fever chills. Would it be okay to work from home today? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a client meeting, identified this morning at at the designated location, seems attributable to caught sudden fever chills. Would it be okay to work from home today? Your attention to this matter would be sincerely appreciated.","An issue in managing a client meeting, noted this morning at at the designated location, was likely caused by caught sudden fever chills. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",The improper handling of a client meeting on this morning at at the designated location appears to have stemmed from caught sudden fever chills. Would it be okay to work from home today? We regret that this situation has arisen.,"A failure in a client meeting management was observed this morning at at the designated location, apparently due to caught sudden fever chills. Would it be okay to work from home today? Your consideration is appreciated.","The issue concerning a client meeting, which took place this morning at at the designated location, resulted from caught sudden fever chills. Would it be okay to work from home today? We apologize for any inconvenience caused.","A lapse in a client meeting was identified this morning at at the designated location, which appears to have arisen from caught sudden fever chills. Would it be okay to work from home today? Efforts to resolve this matter are ongoing, and your patience is appreciated.",4
casual,my supervisor,a project deadline,earlier today,stomach been upset morning,Can I get an extension for the project?,"The issue concerning a project deadline, which took place earlier today at at the designated location, resulted from stomach been upset morning. Can I get an extension for the project? We apologize for any inconvenience caused.",at the designated location,"The failure to properly manage a project deadline, which occurred earlier today at at the designated location, appears to have resulted from stomach been upset morning. Can I get an extension for the project? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified earlier today at at the designated location, seems attributable to stomach been upset morning. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted earlier today at at the designated location, was likely caused by stomach been upset morning. Can I get an extension for the project? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on earlier today at at the designated location appears to have stemmed from stomach been upset morning. Can I get an extension for the project? We regret that this situation has arisen.,"A failure in a project deadline management was observed earlier today at at the designated location, apparently due to stomach been upset morning. Can I get an extension for the project? Your consideration is appreciated.","The issue concerning a project deadline, which took place earlier today at at the designated location, resulted from stomach been upset morning. Can I get an extension for the project? We apologize for any inconvenience caused.","A lapse in a project deadline was identified earlier today at at the designated location, which appears to have arisen from stomach been upset morning. Can I get an extension for the project? Efforts to resolve this matter are ongoing, and your patience is appreciated.",6
casual,my supervisor,a project deadline,yesterday afternoon,caught sudden fever chills,Could I work remotely until I feel better?,"The failure to properly manage a project deadline, which occurred yesterday afternoon at at the designated location, appears to have resulted from caught sudden fever chills. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.",at the designated location,"The failure to properly manage a project deadline, which occurred yesterday afternoon at at the designated location, appears to have resulted from caught sudden fever chills. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified yesterday afternoon at at the designated location, seems attributable to caught sudden fever chills. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted yesterday afternoon at at the designated location, was likely caused by caught sudden fever chills. Could I work remotely until I feel better? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on yesterday afternoon at at the designated location appears to have stemmed from caught sudden fever chills. Could I work remotely until I feel better? We regret that this situation has arisen.,"A failure in a project deadline management was observed yesterday afternoon at at the designated location, apparently due to caught sudden fever chills. Could I work remotely until I feel better? Your consideration is appreciated.","The issue concerning a project deadline, which took place yesterday afternoon at at the designated location, resulted from caught sudden fever chills. Could I work remotely until I feel better? We apologize for any inconvenience caused.","A lapse in a project deadline was identified yesterday afternoon at at the designated location, which appears to have arisen from caught sudden fever chills. Could I work remotely until I feel better? Efforts to resolve this matter are ongoing, and your patience is appreciated.",1
casual,my supervisor,a client meeting,since last evening,stomach been upset morning,Could I work remotely until I feel better?,The improper handling of a client meeting on since last evening at at the designated location appears to have stemmed from stomach been upset morning. Could I work remotely until I feel better? We regret that this situation has arisen.,at the designated location,"The failure to properly manage a client meeting, which occurred since last evening at at the designated location, appears to have resulted from stomach been upset morning. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a client meeting, identified since last evening at at the designated location, seems attributable to stomach been upset morning. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated.","An issue in managing a client meeting, noted since last evening at at the designated location, was likely caused by stomach been upset morning. Could I work remotely until I feel better? Any assistance in addressing this matter would be valued.",The improper handling of a client meeting on since last evening at at the designated location appears to have stemmed from stomach been upset morning. Could I work remotely until I feel better? We regret that this situation has arisen.,"A failure in a client meeting management was observed since last evening at at the designated location, apparently due to stomach been upset morning. Could I work remotely until I feel better? Your consideration is appreciated.","The issue concerning a client meeting, which took place since last evening at at the designated location, resulted from stomach been upset morning. Could I work remotely until I feel better? We apologize for any inconvenience caused.","A lapse in a client meeting was identified since last evening at at the designated location, which appears to have arisen from stomach been upset morning. Could I work remotely until I feel better? Efforts to resolve this matter are ongoing, and your patience is appreciated.",4
casual,my boss,a final exam,last night,caught sudden fever chills,Can I get an extension for the project?,"The oversight related to a final exam, identified last night at at the designated location, seems attributable to caught sudden fever chills. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.",at the designated location,"The failure to properly manage a final exam, which occurred last night at at the designated location, appears to have resulted from caught sudden fever chills. Can I get an extension for the project? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a final exam, identified last night at at the designated location, seems attributable to caught sudden fever chills. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.","An issue in managing a final exam, noted last night at at the designated location, was likely caused by caught sudden fever chills. Can I get an extension for the project? Any assistance in addressing this matter would be valued.",The improper handling of a final exam on last night at at the designated location appears to have stemmed from caught sudden fever chills. Can I get an extension for the project? We regret that this situation has arisen.,"A failure in a final exam management was observed last night at at the designated location, apparently due to caught sudden fever chills. Can I get an extension for the project? Your consideration is appreciated.","The issue concerning a final exam, which took place last night at at the designated location, resulted from caught sudden fever chills. Can I get an extension for the project? We apologize for any inconvenience caused.","A lapse in a final exam was identified last night at at the designated location, which appears to have arisen from caught sudden fever chills. Can I get an extension for the project? Efforts to resolve this matter are ongoing, and your patience is appreciated.",2
casual,my supervisor,work,earlier today,caught sudden fever chills,Can I get an extension for the project?,"The oversight related to work, identified earlier today at at the designated location, seems attributable to caught sudden fever chills. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.",at the designated location,"The failure to properly manage work, which occurred earlier today at at the designated location, appears to have resulted from caught sudden fever chills. Can I get an extension for the project? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to work, identified earlier today at at the designated location, seems attributable to caught sudden fever chills. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.","An issue in managing work, noted earlier today at at the designated location, was likely caused by caught sudden fever chills. Can I get an extension for the project? Any assistance in addressing this matter would be valued.",The improper handling of work on earlier today at at the designated location appears to have stemmed from caught sudden fever chills. Can I get an extension for the project? We regret that this situation has arisen.,"A failure in work management was observed earlier today at at the designated location, apparently due to caught sudden fever chills. Can I get an extension for the project? Your consideration is appreciated.","The issue concerning work, which took place earlier today at at the designated location, resulted from caught sudden fever chills. Can I get an extension for the project? We apologize for any inconvenience caused.","A lapse in work was identified earlier today at at the designated location, which appears to have arisen from caught sudden fever chills. Can I get an extension for the project? Efforts to resolve this matter are ongoing, and your patience is appreciated.",2
casual,my manager,a final exam,this morning,think food poisoning from something,May I take the day off to recover?,"The oversight related to a final exam, identified this morning at at the designated location, seems attributable to think food poisoning from something. May I take the day off to recover? Your attention to this matter would be sincerely appreciated.",at the designated location,"The failure to properly manage a final exam, which occurred this morning at at the designated location, appears to have resulted from think food poisoning from something. May I take the day off to recover? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a final exam, identified this morning at at the designated location, seems attributable to think food poisoning from something. May I take the day off to recover? Your attention to this matter would be sincerely appreciated.","An issue in managing a final exam, noted this morning at at the designated location, was likely caused by think food poisoning from something. May I take the day off to recover? Any assistance in addressing this matter would be valued.",The improper handling of a final exam on this morning at at the designated location appears to have stemmed from think food poisoning from something. May I take the day off to recover? We regret that this situation has arisen.,"A failure in a final exam management was observed this morning at at the designated location, apparently due to think food poisoning from something. May I take the day off to recover? Your consideration is appreciated.","The issue concerning a final exam, which took place this morning at at the designated location, resulted from think food poisoning from something. May I take the day off to recover? We apologize for any inconvenience caused.","A lapse in a final exam was identified this morning at at the designated location, which appears to have arisen from think food poisoning from something. May I take the day off to recover? Efforts to resolve this matter are ongoing, and your patience is appreciated.",2
casual,my boss,a project deadline,this morning,woke with awful nausea cramps,Would it be okay to work from home today?,"An issue in managing a project deadline, noted this morning at at the designated location, was likely caused by woke with awful nausea cramps. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",at the designated location,"The failure to properly manage a project deadline, which occurred this morning at at the designated location, appears to have resulted from woke with awful nausea cramps. Would it be okay to work from home today? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified this morning at at the designated location, seems attributable to woke with awful nausea cramps. Would it be okay to work from home today? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted this morning at at the designated location, was likely caused by woke with awful nausea cramps. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on this morning at at the designated location appears to have stemmed from woke with awful nausea cramps. Would it be okay to work from home today? We regret that this situation has arisen.,"A failure in a project deadline management was observed this morning at at the designated location, apparently due to woke with awful nausea cramps. Would it be okay to work from home today? Your consideration is appreciated.","The issue concerning a project deadline, which took place this morning at at the designated location, resulted from woke with awful nausea cramps. Would it be okay to work from home today? We apologize for any inconvenience caused.","A lapse in a project deadline was identified this morning at at the designated location, which appears to have arisen from woke with awful nausea cramps. Would it be okay to work from home today? Efforts to resolve this matter are ongoing, and your patience is appreciated.",3
casual,my supervisor,a project deadline,last night,woke with awful nausea cramps,Is it possible to adjust the deadline?,"The issue concerning a project deadline, which took place last night at at the designated location, resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? We apologize for any inconvenience caused.",at the designated location,"The failure to properly manage a project deadline, which occurred last night at at the designated location, appears to have resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified last night at at the designated location, seems attributable to woke with awful nausea cramps. Is it possible to adjust the deadline? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted last night at at the designated location, was likely caused by woke with awful nausea cramps. Is it possible to adjust the deadline? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on last night at at the designated location appears to have stemmed from woke with awful nausea cramps. Is it possible to adjust the deadline? We regret that this situation has arisen.,"A failure in a project deadline management was observed last night at at the designated location, apparently due to woke with awful nausea cramps. Is it possible to adjust the deadline? Your consideration is appreciated.","The issue concerning a project deadline, which took place last night at at the designated location, resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? We apologize for any inconvenience caused.","A lapse in a project deadline was identified last night at at the designated location, which appears to have arisen from woke with awful nausea cramps. Is it possible to adjust the deadline? Efforts to resolve this matter are ongoing, and your patience is appreciated.",6
casual,the team lead,a final exam,yesterday afternoon,been feeling really unwell since last night,Is it possible to adjust the deadline?,"The failure to properly manage a final exam, which occurred yesterday afternoon at at the designated location, appears to have resulted from been feeling really unwell since last night. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.",at the designated location,"The failure to properly manage a final exam, which occurred yesterday afternoon at at the designated location, appears to have resulted from been feeling really unwell since last night. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a final exam, identified yesterday afternoon at at the designated location, seems attributable to been feeling really unwell since last night. Is it possible to adjust the deadline? Your attention to this matter would be sincerely appreciated.","An issue in managing a final exam, noted yesterday afternoon at at the designated location, was likely caused by been feeling really unwell since last night. Is it possible to adjust the deadline? Any assistance in addressing this matter would be valued.",The improper handling of a final exam on yesterday afternoon at at the designated location appears to have stemmed from been feeling really unwell since last night. Is it possible to adjust the deadline? We regret that this situation has arisen.,"A failure in a final exam management was observed yesterday afternoon at at the designated location, apparently due to been feeling really unwell since last night. Is it possible to adjust the deadline? Your consideration is appreciated.","The issue concerning a final exam, which took place yesterday afternoon at at the designated location, resulted from been feeling really unwell since last night. Is it possible to adjust the deadline? We apologize for any inconvenience caused.","A lapse in a final exam was identified yesterday afternoon at at the designated location, which appears to have arisen from been feeling really unwell since last night. Is it possible to adjust the deadline? Efforts to resolve this matter are ongoing, and your patience is appreciated.",1
casual,my manager,work,yesterday afternoon,caught sudden fever chills,Can we push back the meeting time?,"The failure to properly manage work, which occurred yesterday afternoon at at the designated location, appears to have resulted from caught sudden fever chills. Can we push back the meeting time? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.",at the designated location,"The failure to properly manage work, which occurred yesterday afternoon at at the designated location, appears to have resulted from caught sudden fever chills. Can we push back the meeting time? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to work, identified yesterday afternoon at at the designated location, seems attributable to caught sudden fever chills. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated.","An issue in managing work, noted yesterday afternoon at at the designated location, was likely caused by caught sudden fever chills. Can we push back the meeting time? Any assistance in addressing this matter would be valued.",The improper handling of work on yesterday afternoon at at the designated location appears to have stemmed from caught sudden fever chills. Can we push back the meeting time? We regret that this situation has arisen.,"A failure in work management was observed yesterday afternoon at at the designated location, apparently due to caught sudden fever chills. Can we push back the meeting time? Your consideration is appreciated.","The issue concerning work, which took place yesterday afternoon at at the designated location, resulted from caught sudden fever chills. Can we push back the meeting time? We apologize for any inconvenience caused.","A lapse in work was identified yesterday afternoon at at the designated location, which appears to have arisen from caught sudden fever chills. Can we push back the meeting time? Efforts to resolve this matter are ongoing, and your patience is appreciated.",1
casual,the team lead,a client meeting,earlier today,caught sudden fever chills,Could I work remotely until I feel better?,"The oversight related to a client meeting, identified earlier today at at the designated location, seems attributable to caught sudden fever chills. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated.",at the designated location,"The failure to properly manage a client meeting, which occurred earlier today at at the designated location, appears to have resulted from caught sudden fever chills. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a client meeting, identified earlier today at at the designated location, seems attributable to caught sudden fever chills. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated.","An issue in managing a client meeting, noted earlier today at at the designated location, was likely caused by caught sudden fever chills. Could I work remotely until I feel better? Any assistance in addressing this matter would be valued.",The improper handling of a client meeting on earlier today at at the designated location appears to have stemmed from caught sudden fever chills. Could I work remotely until I feel better? We regret that this situation has arisen.,"A failure in a client meeting management was observed earlier today at at the designated location, apparently due to caught sudden fever chills. Could I work remotely until I feel better? Your consideration is appreciated.","The issue concerning a client meeting, which took place earlier today at at the designated location, resulted from caught sudden fever chills. Could I work remotely until I feel better? We apologize for any inconvenience caused.","A lapse in a client meeting was identified earlier today at at the designated location, which appears to have arisen from caught sudden fever chills. Could I work remotely until I feel better? Efforts to resolve this matter are ongoing, and your patience is appreciated.",2
casual,my supervisor,a client meeting,earlier today,think food poisoning from something,Would it be okay to work from home today?,"An issue in managing a client meeting, noted earlier today at at the designated location, was likely caused by think food poisoning from something. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",at the designated location,"The failure to properly manage a client meeting, which occurred earlier today at at the designated location, appears to have resulted from think food poisoning from something. Would it be okay to work from home today? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a client meeting, identified earlier today at at the designated location, seems attributable to think food poisoning from something. Would it be okay to work from home today? Your attention to this matter would be sincerely appreciated.","An issue in managing a client meeting, noted earlier today at at the designated location, was likely caused by think food poisoning from something. Would it be okay to work from home today? Any assistance in addressing this matter would be valued.",The improper handling of a client meeting on earlier today at at the designated location appears to have stemmed from think food poisoning from something. Would it be okay to work from home today? We regret that this situation has arisen.,"A failure in a client meeting management was observed earlier today at at the designated location, apparently due to think food poisoning from something. Would it be okay to work from home today? Your consideration is appreciated.","The issue concerning a client meeting, which took place earlier today at at the designated location, resulted from think food poisoning from something. Would it be okay to work from home today? We apologize for any inconvenience caused.","A lapse in a client meeting was identified earlier today at at the designated location, which appears to have arisen from think food poisoning from something. Would it be okay to work from home today? Efforts to resolve this matter are ongoing, and your patience is appreciated.",3
casual,the team lead,a project deadline,last night,think food poisoning from something,Can I get an extension for the project?,"The oversight related to a project deadline, identified last night at at the designated location, seems attributable to think food poisoning from something. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.",at the designated location,"The failure to properly manage a project deadline, which occurred last night at at the designated location, appears to have resulted from think food poisoning from something. Can I get an extension for the project? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified last night at at the designated location, seems attributable to think food poisoning from something. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted last night at at the designated location, was likely caused by think food poisoning from something. Can I get an extension for the project? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on last night at at the designated location appears to have stemmed from think food poisoning from something. Can I get an extension for the project? We regret that this situation has arisen.,"A failure in a project deadline management was observed last night at at the designated location, apparently due to think food poisoning from something. Can I get an extension for the project? Your consideration is appreciated.","The issue concerning a project deadline, which took place last night at at the designated location, resulted from think food poisoning from something. Can I get an extension for the project? We apologize for any inconvenience caused.","A lapse in a project deadline was identified last night at at the designated location, which appears to have arisen from think food poisoning from something. Can I get an extension for the project? Efforts to resolve this matter are ongoing, and your patience is appreciated.",2
casual,my boss,a client meeting,this morning,been feeling really unwell since last night,Can we push back the meeting time?,"The oversight related to a client meeting, identified this morning at at the designated location, seems attributable to been feeling really unwell since last night. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated.",at the designated location,"The failure to properly manage a client meeting, which occurred this morning at at the designated location, appears to have resulted from been feeling really unwell since last night. Can we push back the meeting time? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a client meeting, identified this morning at at the designated location, seems attributable to been feeling really unwell since last night. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated.","An issue in managing a client meeting, noted this morning at at the designated location, was likely caused by been feeling really unwell since last night. Can we push back the meeting time? Any assistance in addressing this matter would be valued.",The improper handling of a client meeting on this morning at at the designated location appears to have stemmed from been feeling really unwell since last night. Can we push back the meeting time? We regret that this situation has arisen.,"A failure in a client meeting management was observed this morning at at the designated location, apparently due to been feeling really unwell since last night. Can we push back the meeting time? Your consideration is appreciated.","The issue concerning a client meeting, which took place this morning at at the designated location, resulted from been feeling really unwell since last night. Can we push back the meeting time? We apologize for any inconvenience caused.","A lapse in a client meeting was identified this morning at at the designated location, which appears to have arisen from been feeling really unwell since last night. Can we push back the meeting time? Efforts to resolve this matter are ongoing, and your patience is appreciated.",2
casual,my boss,work,this morning,been feeling really unwell since last night,Could I work remotely until I feel better?,"A failure in work management was observed this morning at at the designated location, apparently due to been feeling really unwell since last night. Could I work remotely until I feel better? Your consideration is appreciated.",at the designated location,"The failure to properly manage work, which occurred this morning at at the designated location, appears to have resulted from been feeling really unwell since last night. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to work, identified this morning at at the designated location, seems attributable to been feeling really unwell since last night. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated.","An issue in managing work, noted this morning at at the designated location, was likely caused by been feeling really unwell since last night. Could I work remotely until I feel better? Any assistance in addressing this matter would be valued.",The improper handling of work on this morning at at the designated location appears to have stemmed from been feeling really unwell since last night. Could I work remotely until I feel better? We regret that this situation has arisen.,"A failure in work management was observed this morning at at the designated location, apparently due to been feeling really unwell since last night. Could I work remotely until I feel better? Your consideration is appreciated.","The issue concerning work, which took place this morning at at the designated location, resulted from been feeling really unwell since last night. Could I work remotely until I feel better? We apologize for any inconvenience caused.","A lapse in work was identified this morning at at the designated location, which appears to have arisen from been feeling really unwell since last night. Could I work remotely until I feel better? Efforts to resolve this matter are ongoing, and your patience is appreciated.",5
casual,the team lead,a project deadline,yesterday afternoon,been feeling really unwell since last night,Can we push back the meeting time?,"The issue concerning a project deadline, which took place yesterday afternoon at at the designated location, resulted from been feeling really unwell since last night. Can we push back the meeting time? We apologize for any inconvenience caused.",at the designated location,"The failure to properly manage a project deadline, which occurred yesterday afternoon at at the designated location, appears to have resulted from been feeling really unwell since last night. Can we push back the meeting time? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a project deadline, identified yesterday afternoon at at the designated location, seems attributable to been feeling really unwell since last night. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated.","An issue in managing a project deadline, noted yesterday afternoon at at the designated location, was likely caused by been feeling really unwell since last night. Can we push back the meeting time? Any assistance in addressing this matter would be valued.",The improper handling of a project deadline on yesterday afternoon at at the designated location appears to have stemmed from been feeling really unwell since last night. Can we push back the meeting time? We regret that this situation has arisen.,"A failure in a project deadline management was observed yesterday afternoon at at the designated location, apparently due to been feeling really unwell since last night. Can we push back the meeting time? Your consideration is appreciated.","The issue concerning a project deadline, which took place yesterday afternoon at at the designated location, resulted from been feeling really unwell since last night. Can we push back the meeting time? We apologize for any inconvenience caused.","A lapse in a project deadline was identified yesterday afternoon at at the designated location, which appears to have arisen from been feeling really unwell since last night. Can we push back the meeting time? Efforts to resolve this matter are ongoing, and your patience is appreciated.",6
casual,my manager,work,since last evening,woke with awful nausea cramps,May I submit the report tomorrow?,"The failure to properly manage work, which occurred since last evening at at the designated location, appears to have resulted from woke with awful nausea cramps. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.",at the designated location,"The failure to properly manage work, which occurred since last evening at at the designated location, appears to have resulted from woke with awful nausea cramps. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to work, identified since last evening at at the designated location, seems attributable to woke with awful nausea cramps. May I submit the report tomorrow? Your attention to this matter would be sincerely appreciated.","An issue in managing work, noted since last evening at at the designated location, was likely caused by woke with awful nausea cramps. May I submit the report tomorrow? Any assistance in addressing this matter would be valued.",The improper handling of work on since last evening at at the designated location appears to have stemmed from woke with awful nausea cramps. May I submit the report tomorrow? We regret that this situation has arisen.,"A failure in work management was observed since last evening at at the designated location, apparently due to woke with awful nausea cramps. May I submit the report tomorrow? Your consideration is appreciated.","The issue concerning work, which took place since last evening at at the designated location, resulted from woke with awful nausea cramps. May I submit the report tomorrow? We apologize for any inconvenience caused.","A lapse in work was identified since last evening at at the designated location, which appears to have arisen from woke with awful nausea cramps. May I submit the report tomorrow? Efforts to resolve this matter are ongoing, and your patience is appreciated.",1
casual,my manager,a final exam,yesterday afternoon,woke with awful nausea cramps,Could we reschedule the meeting?,"The failure to properly manage a final exam, which occurred yesterday afternoon at at the designated location, appears to have resulted from woke with awful nausea cramps. Could we reschedule the meeting? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.",at the designated location,"The failure to properly manage a final exam, which occurred yesterday afternoon at at the designated location, appears to have resulted from woke with awful nausea cramps. Could we reschedule the meeting? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated.","The oversight related to a final exam, identified yesterday afternoon at at the designated location, seems attributable to woke with awful nausea cramps. Could we reschedule the meeting? Your attention to this matter would be sincerely appreciated.","An issue in managing a final exam, noted yesterday afternoon at at the designated location, was likely caused by woke with awful nausea cramps. Could we reschedule the meeting? Any assistance in addressing this matter would be valued.",The improper handling of a final exam on yesterday afternoon at at the designated location appears to have stemmed from woke with awful nausea cramps. Could we reschedule the meeting? We regret that this situation has arisen.,"A failure in a final exam management was observed yesterday afternoon at at the designated location, apparently due to woke with awful nausea cramps. Could we reschedule the meeting? Your consideration is appreciated.","The issue concerning a final exam, which took place yesterday afternoon at at the designated location, resulted from woke with awful nausea cramps. Could we reschedule the meeting? We apologize for any inconvenience caused.","A lapse in a final exam was identified yesterday afternoon at at the designated location, which appears to have arisen from woke with awful nausea cramps. Could we reschedule the meeting? Efforts to resolve this matter are ongoing, and your patience is appreciated.",1
