tone,who,what,when,where,why,how,text
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,I've been delaying it over and over again. Sorry for the trouble. Can I set a recurring meeting to stay accountable?
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,Sorry about that. I've been delaying it over and over again. Can I set a recurring meeting to stay accountable?
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,Sorry about that. I've been delaying it over and over again. Can I set a recurring meeting to stay accountable?
casual,my supervisor,monthly budget review,earlier this week,at the weekly meeting,I kept saying 'next week' but never acted.,Can I set a recurring meeting to stay accountable?,Sorry about that. I kept saying 'next week' but never acted. Can I set a recurring meeting to stay accountable?
casual,my manager,monthly budget review,during the budgeting session,at our planning session,Procrastination got the better of me.,Can I set a recurring meeting to stay accountable?,"Yeah, procrastination got the better of me. Can I set a recurring meeting to stay accountable?"
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,"Yeah, i've been delaying it over and over again. Can I set a recurring meeting to stay accountable?"
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,Sorry about that. I've been delaying it over and over again. Can I set a recurring meeting to stay accountable?
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,I've been delaying it over and over again. Sorry for the trouble. Can I set a recurring meeting to stay accountable?
casual,my supervisor,monthly budget review,earlier this week,at the weekly meeting,I kept saying 'next week' but never acted.,Can I set a recurring meeting to stay accountable?,"Yeah, i kept saying 'next week' but never acted. Can I set a recurring meeting to stay accountable?"
casual,my manager,monthly budget review,during the budgeting session,at our planning session,Procrastination got the better of me.,Can I set a recurring meeting to stay accountable?,"Yeah, procrastination got the better of me. Can I set a recurring meeting to stay accountable?"
casual,my manager,monthly budget review,during the budgeting session,at our planning session,Procrastination got the better of me.,Can I set a recurring meeting to stay accountable?,Procrastination got the better of me. Sorry for the trouble. Can I set a recurring meeting to stay accountable?
casual,my supervisor,monthly budget review,earlier this week,at the weekly meeting,I kept saying 'next week' but never acted.,Can I set a recurring meeting to stay accountable?,"Yeah, i kept saying 'next week' but never acted. Can I set a recurring meeting to stay accountable?"
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,"Yeah, i've been delaying it over and over again. Can I set a recurring meeting to stay accountable?"
casual,my supervisor,monthly budget review,earlier this week,at the weekly meeting,I kept saying 'next week' but never acted.,Can I set a recurring meeting to stay accountable?,I kept saying 'next week' but never acted. Sorry for the trouble. Can I set a recurring meeting to stay accountable?
casual,the general manager,monthly budget review,at the end of Q1,in the finance review,I've been delaying it over and over again.,Can I set a recurring meeting to stay accountable?,Sorry about that. I've been delaying it over and over again. Can I set a recurring meeting to stay accountable?
casual,my manager,monthly budget review,during the budgeting session,at our planning session,Procrastination got the better of me.,Can I set a recurring meeting to stay accountable?,"Yeah, procrastination got the better of me. Can I set a recurring meeting to stay accountable?"
casual,my manager,monthly budget review,during the budgeting session,at our planning session,Procrastination got the better of me.,Can I set a recurring meeting to stay accountable?,Sorry about that. Procrastination got the better of me. Can I set a recurring meeting to stay accountable?
casual,my supervisor,monthly budget review,earlier this week,at the weekly meeting,I kept saying 'next week' but never acted.,Can I set a recurring meeting to stay accountable?,I kept saying 'next week' but never acted. Sorry for the trouble. Can I set a recurring meeting to stay accountable?
casual,my boss,work,since last evening,at the hospital,My stomach has been upset all morning.,May I take the day off to recover?,My stomach has been upset all morning. Just wanted to let you know. May I take the day off to recover?
casual,my manager,a final exam,last night,at the hospital,My stomach has been upset all morning.,Would it be okay to work from home today?,"Yeah, my stomach has been upset all morning. Would it be okay to work from home today?"
casual,my boss,a client meeting,earlier today,in the office,I??턤 been feeling really unwell since last night.,Could we reschedule the meeting?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Could we reschedule the meeting?
casual,my manager,a client meeting,earlier today,in the office,My stomach has been upset all morning.,May I submit the report tomorrow?,"Yeah, my stomach has been upset all morning. May I submit the report tomorrow?"
casual,my supervisor,a final exam,earlier today,at a coffee shop,I woke up with awful nausea and cramps.,Could I work remotely until I feel better?,I woke up with awful nausea and cramps. Just wanted to let you know. Could I work remotely until I feel better?
casual,my manager,a project deadline,since last evening,at a coffee shop,I??턤 been feeling really unwell since last night.,Could we reschedule the meeting?,Sorry about that. I??턤 been feeling really unwell since last night. Could we reschedule the meeting?
casual,my manager,a client meeting,this morning,in the office,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,Sorry about that. I think I got food poisoning from something I ate. May I submit the report tomorrow?
casual,my boss,a final exam,yesterday afternoon,at home,I woke up with awful nausea and cramps.,Would it be okay to work from home today?,"Yeah, i woke up with awful nausea and cramps. Would it be okay to work from home today?"
casual,my boss,work,earlier today,at home,I??턤 been feeling really unwell since last night.,Could I work remotely until I feel better?,Sorry about that. I??턤 been feeling really unwell since last night. Could I work remotely until I feel better?
casual,the team lead,a client meeting,last night,at a coffee shop,I??턤 been feeling really unwell since last night.,Can I get an extension for the project?,"Yeah, i??턤 been feeling really unwell since last night. Can I get an extension for the project?"
casual,my manager,work,last night,at the hospital,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,Sorry about that. I think I got food poisoning from something I ate. Is it possible to adjust the deadline?
casual,my boss,a project deadline,since last evening,at home,I think I got food poisoning from something I ate.,Could I work remotely until I feel better?,"Yeah, i think i got food poisoning from something i ate. Could I work remotely until I feel better?"
casual,the team lead,a project deadline,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,Would it be okay to work from home today?,Sorry about that. I??턤 been feeling really unwell since last night. Would it be okay to work from home today?
casual,my boss,work,this morning,in the office,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,I??턤 been feeling really unwell since last night. Just wanted to let you know. May I take the day off to recover?
casual,my manager,a final exam,yesterday afternoon,in the office,I woke up with awful nausea and cramps.,Could we reschedule the meeting?,Sorry about that. I woke up with awful nausea and cramps. Could we reschedule the meeting?
casual,the team lead,work,this morning,at a coffee shop,I caught a sudden fever and chills.,Could I work remotely until I feel better?,Sorry about that. I caught a sudden fever and chills. Could I work remotely until I feel better?
casual,the team lead,a project deadline,this morning,at the hospital,I think I got food poisoning from something I ate.,Would it be okay to work from home today?,Sorry about that. I think I got food poisoning from something I ate. Would it be okay to work from home today?
casual,the team lead,a client meeting,earlier today,in the office,I caught a sudden fever and chills.,May I take the day off to recover?,Sorry about that. I caught a sudden fever and chills. May I take the day off to recover?
casual,my supervisor,a client meeting,yesterday afternoon,at home,I think I got food poisoning from something I ate.,Can we push back the meeting time?,Sorry about that. I think I got food poisoning from something I ate. Can we push back the meeting time?
casual,my boss,a client meeting,yesterday afternoon,at a coffee shop,I caught a sudden fever and chills.,May I submit the report tomorrow?,Sorry about that. I caught a sudden fever and chills. May I submit the report tomorrow?
casual,the team lead,a final exam,earlier today,in the office,I woke up with awful nausea and cramps.,Can we push back the meeting time?,I woke up with awful nausea and cramps. Just wanted to let you know. Can we push back the meeting time?
casual,my manager,a final exam,this morning,in the office,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,Sorry about that. I??턤 been feeling really unwell since last night. May I take the day off to recover?
casual,the team lead,a final exam,last night,in the office,My stomach has been upset all morning.,Can I get an extension for the project?,Sorry about that. My stomach has been upset all morning. Can I get an extension for the project?
casual,my boss,a project deadline,earlier today,at the hospital,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,Sorry about that. I woke up with awful nausea and cramps. May I submit the report tomorrow?
casual,my supervisor,a project deadline,earlier today,at a coffee shop,My stomach has been upset all morning.,Could we reschedule the meeting?,Sorry about that. My stomach has been upset all morning. Could we reschedule the meeting?
casual,my boss,a final exam,since last evening,at the hospital,I woke up with awful nausea and cramps.,Is it possible to adjust the deadline?,Sorry about that. I woke up with awful nausea and cramps. Is it possible to adjust the deadline?
casual,my boss,a client meeting,earlier today,in the office,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,I woke up with awful nausea and cramps. Just wanted to let you know. May I submit the report tomorrow?
casual,my supervisor,a client meeting,earlier today,at home,I woke up with awful nausea and cramps.,May I take the day off to recover?,"Yeah, i woke up with awful nausea and cramps. May I take the day off to recover?"
casual,the team lead,a client meeting,this morning,at home,I??턤 been feeling really unwell since last night.,Could I work remotely until I feel better?,Sorry about that. I??턤 been feeling really unwell since last night. Could I work remotely until I feel better?
casual,the team lead,a project deadline,this morning,in the office,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,"Yeah, i??턤 been feeling really unwell since last night. May I take the day off to recover?"
casual,my boss,a client meeting,last night,in the office,I caught a sudden fever and chills.,May I submit the report tomorrow?,"Yeah, i caught a sudden fever and chills. May I submit the report tomorrow?"
casual,my supervisor,work,this morning,in the office,My stomach has been upset all morning.,Is it possible to adjust the deadline?,"Yeah, my stomach has been upset all morning. Is it possible to adjust the deadline?"
casual,my supervisor,a client meeting,this morning,in the office,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,"Yeah, i think i got food poisoning from something i ate. May I submit the report tomorrow?"
casual,my boss,a final exam,yesterday afternoon,at a coffee shop,My stomach has been upset all morning.,May I take the day off to recover?,Sorry about that. My stomach has been upset all morning. May I take the day off to recover?
casual,my supervisor,a client meeting,last night,at a coffee shop,I woke up with awful nausea and cramps.,May I take the day off to recover?,I woke up with awful nausea and cramps. Just wanted to let you know. May I take the day off to recover?
casual,my supervisor,a client meeting,earlier today,at a coffee shop,I caught a sudden fever and chills.,Can we push back the meeting time?,"Yeah, i caught a sudden fever and chills. Can we push back the meeting time?"
casual,my boss,a final exam,this morning,at home,I woke up with awful nausea and cramps.,Would it be okay to work from home today?,Sorry about that. I woke up with awful nausea and cramps. Would it be okay to work from home today?
casual,my boss,a project deadline,since last evening,in the office,I caught a sudden fever and chills.,Can I get an extension for the project?,Sorry about that. I caught a sudden fever and chills. Can I get an extension for the project?
casual,my supervisor,work,earlier today,at a coffee shop,I??턤 been feeling really unwell since last night.,May I submit the report tomorrow?,Sorry about that. I??턤 been feeling really unwell since last night. May I submit the report tomorrow?
casual,the team lead,a final exam,yesterday afternoon,at the hospital,I woke up with awful nausea and cramps.,May I take the day off to recover?,I woke up with awful nausea and cramps. Just wanted to let you know. May I take the day off to recover?
casual,my boss,a final exam,last night,at the hospital,My stomach has been upset all morning.,Could I work remotely until I feel better?,My stomach has been upset all morning. Just wanted to let you know. Could I work remotely until I feel better?
casual,my boss,work,earlier today,at home,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,"Yeah, i think i got food poisoning from something i ate. May I submit the report tomorrow?"
casual,the team lead,work,since last evening,at home,I??턤 been feeling really unwell since last night.,Would it be okay to work from home today?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Would it be okay to work from home today?
casual,my supervisor,a client meeting,yesterday afternoon,at a coffee shop,My stomach has been upset all morning.,May I submit the report tomorrow?,Sorry about that. My stomach has been upset all morning. May I submit the report tomorrow?
casual,my manager,a project deadline,last night,at a coffee shop,I woke up with awful nausea and cramps.,Could we reschedule the meeting?,Sorry about that. I woke up with awful nausea and cramps. Could we reschedule the meeting?
casual,my boss,a project deadline,earlier today,at home,My stomach has been upset all morning.,Can we push back the meeting time?,"Yeah, my stomach has been upset all morning. Can we push back the meeting time?"
casual,my supervisor,a project deadline,earlier today,at home,I caught a sudden fever and chills.,Could we reschedule the meeting?,I caught a sudden fever and chills. Just wanted to let you know. Could we reschedule the meeting?
casual,my manager,a project deadline,earlier today,in the office,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,Sorry about that. I woke up with awful nausea and cramps. May I submit the report tomorrow?
casual,my supervisor,work,this morning,in the office,I think I got food poisoning from something I ate.,Would it be okay to work from home today?,I think I got food poisoning from something I ate. Just wanted to let you know. Would it be okay to work from home today?
casual,my supervisor,a client meeting,since last evening,in the office,I??턤 been feeling really unwell since last night.,Is it possible to adjust the deadline?,Sorry about that. I??턤 been feeling really unwell since last night. Is it possible to adjust the deadline?
casual,my supervisor,a client meeting,since last evening,at a coffee shop,I caught a sudden fever and chills.,Could we reschedule the meeting?,I caught a sudden fever and chills. Just wanted to let you know. Could we reschedule the meeting?
casual,my supervisor,a client meeting,this morning,in the office,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,"Yeah, i think i got food poisoning from something i ate. Is it possible to adjust the deadline?"
casual,my manager,work,yesterday afternoon,at the hospital,My stomach has been upset all morning.,Can I get an extension for the project?,My stomach has been upset all morning. Just wanted to let you know. Can I get an extension for the project?
casual,my supervisor,a client meeting,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,Could I work remotely until I feel better?,"Yeah, i??턤 been feeling really unwell since last night. Could I work remotely until I feel better?"
casual,the team lead,work,last night,at the hospital,I woke up with awful nausea and cramps.,Would it be okay to work from home today?,Sorry about that. I woke up with awful nausea and cramps. Would it be okay to work from home today?
casual,my manager,a project deadline,earlier today,in the office,I caught a sudden fever and chills.,Can we push back the meeting time?,Sorry about that. I caught a sudden fever and chills. Can we push back the meeting time?
casual,my supervisor,a project deadline,since last evening,in the office,I woke up with awful nausea and cramps.,May I take the day off to recover?,I woke up with awful nausea and cramps. Just wanted to let you know. May I take the day off to recover?
casual,the team lead,work,earlier today,at a coffee shop,My stomach has been upset all morning.,Can I get an extension for the project?,"Yeah, my stomach has been upset all morning. Can I get an extension for the project?"
casual,the team lead,a final exam,this morning,in the office,I think I got food poisoning from something I ate.,Can I get an extension for the project?,Sorry about that. I think I got food poisoning from something I ate. Can I get an extension for the project?
casual,my manager,a final exam,yesterday afternoon,at home,I woke up with awful nausea and cramps.,Would it be okay to work from home today?,"Yeah, i woke up with awful nausea and cramps. Would it be okay to work from home today?"
casual,my manager,a client meeting,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,Would it be okay to work from home today?,"Yeah, i??턤 been feeling really unwell since last night. Would it be okay to work from home today?"
casual,the team lead,a final exam,since last evening,at a coffee shop,I woke up with awful nausea and cramps.,Can I get an extension for the project?,Sorry about that. I woke up with awful nausea and cramps. Can I get an extension for the project?
casual,my boss,a final exam,earlier today,at the hospital,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,Sorry about that. I??턤 been feeling really unwell since last night. May I take the day off to recover?
casual,my manager,a final exam,since last evening,at the hospital,I??턤 been feeling really unwell since last night.,Can I get an extension for the project?,"Yeah, i??턤 been feeling really unwell since last night. Can I get an extension for the project?"
casual,my supervisor,work,since last evening,at a coffee shop,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,I woke up with awful nausea and cramps. Just wanted to let you know. May I submit the report tomorrow?
casual,my manager,work,yesterday afternoon,at a coffee shop,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,I??턤 been feeling really unwell since last night. Just wanted to let you know. May I take the day off to recover?
casual,my manager,a client meeting,yesterday afternoon,at a coffee shop,My stomach has been upset all morning.,May I submit the report tomorrow?,My stomach has been upset all morning. Just wanted to let you know. May I submit the report tomorrow?
casual,the team lead,a project deadline,since last evening,at a coffee shop,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,I woke up with awful nausea and cramps. Just wanted to let you know. May I submit the report tomorrow?
casual,my manager,a project deadline,earlier today,at a coffee shop,I woke up with awful nausea and cramps.,Can we push back the meeting time?,"Yeah, i woke up with awful nausea and cramps. Can we push back the meeting time?"
casual,my manager,a project deadline,last night,at a coffee shop,I??턤 been feeling really unwell since last night.,Can I get an extension for the project?,"Yeah, i??턤 been feeling really unwell since last night. Can I get an extension for the project?"
casual,my boss,work,this morning,at home,My stomach has been upset all morning.,Can we push back the meeting time?,"Yeah, my stomach has been upset all morning. Can we push back the meeting time?"
casual,my supervisor,a client meeting,last night,in the office,I think I got food poisoning from something I ate.,Can we push back the meeting time?,I think I got food poisoning from something I ate. Just wanted to let you know. Can we push back the meeting time?
casual,the team lead,a project deadline,this morning,at the hospital,My stomach has been upset all morning.,Would it be okay to work from home today?,"Yeah, my stomach has been upset all morning. Would it be okay to work from home today?"
casual,my supervisor,work,this morning,in the office,I caught a sudden fever and chills.,May I take the day off to recover?,I caught a sudden fever and chills. Just wanted to let you know. May I take the day off to recover?
casual,my manager,a final exam,since last evening,in the office,I woke up with awful nausea and cramps.,Could I work remotely until I feel better?,Sorry about that. I woke up with awful nausea and cramps. Could I work remotely until I feel better?
casual,the team lead,a final exam,this morning,in the office,I caught a sudden fever and chills.,May I take the day off to recover?,Sorry about that. I caught a sudden fever and chills. May I take the day off to recover?
casual,my supervisor,work,this morning,at home,I caught a sudden fever and chills.,Is it possible to adjust the deadline?,"Yeah, i caught a sudden fever and chills. Is it possible to adjust the deadline?"
casual,my manager,a final exam,this morning,in the office,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,"Yeah, i think i got food poisoning from something i ate. May I submit the report tomorrow?"
casual,my boss,a project deadline,earlier today,in the office,My stomach has been upset all morning.,Can I get an extension for the project?,"Yeah, my stomach has been upset all morning. Can I get an extension for the project?"
casual,my supervisor,work,this morning,at a coffee shop,I caught a sudden fever and chills.,Is it possible to adjust the deadline?,Sorry about that. I caught a sudden fever and chills. Is it possible to adjust the deadline?
casual,my supervisor,a project deadline,last night,at home,My stomach has been upset all morning.,Could we reschedule the meeting?,Sorry about that. My stomach has been upset all morning. Could we reschedule the meeting?
casual,the team lead,work,since last evening,at the hospital,My stomach has been upset all morning.,Could we reschedule the meeting?,"Yeah, my stomach has been upset all morning. Could we reschedule the meeting?"
casual,my supervisor,a project deadline,last night,at a coffee shop,My stomach has been upset all morning.,Could I work remotely until I feel better?,My stomach has been upset all morning. Just wanted to let you know. Could I work remotely until I feel better?
casual,my boss,a final exam,yesterday afternoon,at the hospital,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,"Yeah, i think i got food poisoning from something i ate. Is it possible to adjust the deadline?"
casual,my manager,a final exam,this morning,at the hospital,I think I got food poisoning from something I ate.,Could I work remotely until I feel better?,Sorry about that. I think I got food poisoning from something I ate. Could I work remotely until I feel better?
casual,my boss,work,last night,at the hospital,I??턤 been feeling really unwell since last night.,May I submit the report tomorrow?,Sorry about that. I??턤 been feeling really unwell since last night. May I submit the report tomorrow?
casual,my supervisor,a final exam,since last evening,in the office,I woke up with awful nausea and cramps.,Can I get an extension for the project?,Sorry about that. I woke up with awful nausea and cramps. Can I get an extension for the project?
casual,my manager,a client meeting,this morning,at a coffee shop,I caught a sudden fever and chills.,May I take the day off to recover?,I caught a sudden fever and chills. Just wanted to let you know. May I take the day off to recover?
casual,the team lead,a client meeting,yesterday afternoon,at home,My stomach has been upset all morning.,Could we reschedule the meeting?,Sorry about that. My stomach has been upset all morning. Could we reschedule the meeting?
casual,my manager,a client meeting,yesterday afternoon,at the hospital,I woke up with awful nausea and cramps.,May I take the day off to recover?,Sorry about that. I woke up with awful nausea and cramps. May I take the day off to recover?
casual,my boss,a client meeting,last night,at the hospital,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,"Yeah, i??턤 been feeling really unwell since last night. May I take the day off to recover?"
casual,the team lead,work,last night,in the office,I think I got food poisoning from something I ate.,Can we push back the meeting time?,Sorry about that. I think I got food poisoning from something I ate. Can we push back the meeting time?
casual,my boss,a project deadline,this morning,at home,I think I got food poisoning from something I ate.,Could I work remotely until I feel better?,I think I got food poisoning from something I ate. Just wanted to let you know. Could I work remotely until I feel better?
casual,my manager,a client meeting,this morning,at the hospital,I caught a sudden fever and chills.,May I take the day off to recover?,"Yeah, i caught a sudden fever and chills. May I take the day off to recover?"
casual,my manager,a project deadline,since last evening,in the office,I??턤 been feeling really unwell since last night.,Could we reschedule the meeting?,Sorry about that. I??턤 been feeling really unwell since last night. Could we reschedule the meeting?
casual,the team lead,a final exam,yesterday afternoon,at the hospital,I caught a sudden fever and chills.,Would it be okay to work from home today?,I caught a sudden fever and chills. Just wanted to let you know. Would it be okay to work from home today?
casual,my boss,work,earlier today,at the hospital,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,"Yeah, i think i got food poisoning from something i ate. Is it possible to adjust the deadline?"
casual,the team lead,work,earlier today,in the office,I woke up with awful nausea and cramps.,Would it be okay to work from home today?,I woke up with awful nausea and cramps. Just wanted to let you know. Would it be okay to work from home today?
casual,my supervisor,work,since last evening,at the hospital,I woke up with awful nausea and cramps.,Can we push back the meeting time?,I woke up with awful nausea and cramps. Just wanted to let you know. Can we push back the meeting time?
casual,my manager,a project deadline,since last evening,at the hospital,I??턤 been feeling really unwell since last night.,Could we reschedule the meeting?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Could we reschedule the meeting?
casual,my manager,a final exam,this morning,at the hospital,My stomach has been upset all morning.,May I submit the report tomorrow?,Sorry about that. My stomach has been upset all morning. May I submit the report tomorrow?
casual,my manager,work,earlier today,at a coffee shop,I woke up with awful nausea and cramps.,Can we push back the meeting time?,I woke up with awful nausea and cramps. Just wanted to let you know. Can we push back the meeting time?
casual,my boss,work,this morning,at a coffee shop,My stomach has been upset all morning.,Would it be okay to work from home today?,"Yeah, my stomach has been upset all morning. Would it be okay to work from home today?"
casual,my boss,work,earlier today,at home,I caught a sudden fever and chills.,Is it possible to adjust the deadline?,I caught a sudden fever and chills. Just wanted to let you know. Is it possible to adjust the deadline?
casual,my supervisor,work,earlier today,at the hospital,My stomach has been upset all morning.,Can we push back the meeting time?,"Yeah, my stomach has been upset all morning. Can we push back the meeting time?"
casual,my boss,work,yesterday afternoon,at home,I caught a sudden fever and chills.,Can I get an extension for the project?,"Yeah, i caught a sudden fever and chills. Can I get an extension for the project?"
casual,my boss,a client meeting,earlier today,at home,My stomach has been upset all morning.,May I take the day off to recover?,"Yeah, my stomach has been upset all morning. May I take the day off to recover?"
casual,the team lead,work,this morning,at a coffee shop,My stomach has been upset all morning.,Could we reschedule the meeting?,"Yeah, my stomach has been upset all morning. Could we reschedule the meeting?"
casual,my boss,work,this morning,at home,I??턤 been feeling really unwell since last night.,Could we reschedule the meeting?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Could we reschedule the meeting?
casual,my boss,a project deadline,since last evening,at the hospital,I think I got food poisoning from something I ate.,Can we push back the meeting time?,Sorry about that. I think I got food poisoning from something I ate. Can we push back the meeting time?
casual,my boss,a final exam,yesterday afternoon,at a coffee shop,I??턤 been feeling really unwell since last night.,Could we reschedule the meeting?,"Yeah, i??턤 been feeling really unwell since last night. Could we reschedule the meeting?"
casual,my boss,a client meeting,since last evening,at home,I woke up with awful nausea and cramps.,Can I get an extension for the project?,Sorry about that. I woke up with awful nausea and cramps. Can I get an extension for the project?
casual,the team lead,a final exam,yesterday afternoon,at home,I woke up with awful nausea and cramps.,Can I get an extension for the project?,I woke up with awful nausea and cramps. Just wanted to let you know. Can I get an extension for the project?
casual,my supervisor,a project deadline,since last evening,at home,My stomach has been upset all morning.,Could I work remotely until I feel better?,My stomach has been upset all morning. Just wanted to let you know. Could I work remotely until I feel better?
casual,the team lead,a project deadline,last night,at the hospital,My stomach has been upset all morning.,Can we push back the meeting time?,My stomach has been upset all morning. Just wanted to let you know. Can we push back the meeting time?
casual,my manager,a project deadline,since last evening,in the office,I woke up with awful nausea and cramps.,Could I work remotely until I feel better?,Sorry about that. I woke up with awful nausea and cramps. Could I work remotely until I feel better?
casual,my supervisor,a client meeting,this morning,at home,My stomach has been upset all morning.,Is it possible to adjust the deadline?,"Yeah, my stomach has been upset all morning. Is it possible to adjust the deadline?"
casual,my supervisor,work,yesterday afternoon,at the hospital,I think I got food poisoning from something I ate.,Can I get an extension for the project?,Sorry about that. I think I got food poisoning from something I ate. Can I get an extension for the project?
casual,the team lead,a project deadline,yesterday afternoon,at the hospital,I woke up with awful nausea and cramps.,Is it possible to adjust the deadline?,I woke up with awful nausea and cramps. Just wanted to let you know. Is it possible to adjust the deadline?
casual,the team lead,a project deadline,yesterday afternoon,at the hospital,My stomach has been upset all morning.,May I submit the report tomorrow?,My stomach has been upset all morning. Just wanted to let you know. May I submit the report tomorrow?
casual,my boss,a project deadline,earlier today,in the office,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,Sorry about that. I??턤 been feeling really unwell since last night. May I take the day off to recover?
casual,my supervisor,a project deadline,earlier today,at the hospital,My stomach has been upset all morning.,May I take the day off to recover?,"Yeah, my stomach has been upset all morning. May I take the day off to recover?"
casual,my supervisor,a client meeting,this morning,at home,I woke up with awful nausea and cramps.,Could I work remotely until I feel better?,"Yeah, i woke up with awful nausea and cramps. Could I work remotely until I feel better?"
casual,my supervisor,a project deadline,since last evening,at home,My stomach has been upset all morning.,May I submit the report tomorrow?,Sorry about that. My stomach has been upset all morning. May I submit the report tomorrow?
casual,my boss,work,yesterday afternoon,at a coffee shop,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,Sorry about that. I think I got food poisoning from something I ate. Is it possible to adjust the deadline?
casual,my manager,a project deadline,earlier today,in the office,I caught a sudden fever and chills.,Can I get an extension for the project?,Sorry about that. I caught a sudden fever and chills. Can I get an extension for the project?
casual,my supervisor,a project deadline,last night,in the office,My stomach has been upset all morning.,May I take the day off to recover?,Sorry about that. My stomach has been upset all morning. May I take the day off to recover?
casual,my manager,a final exam,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,May I submit the report tomorrow?,Sorry about that. I??턤 been feeling really unwell since last night. May I submit the report tomorrow?
casual,the team lead,work,since last evening,at the hospital,My stomach has been upset all morning.,Could we reschedule the meeting?,My stomach has been upset all morning. Just wanted to let you know. Could we reschedule the meeting?
casual,my boss,a client meeting,yesterday afternoon,at a coffee shop,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,Sorry about that. I woke up with awful nausea and cramps. May I submit the report tomorrow?
casual,my manager,a project deadline,earlier today,at the hospital,I caught a sudden fever and chills.,May I submit the report tomorrow?,Sorry about that. I caught a sudden fever and chills. May I submit the report tomorrow?
casual,the team lead,a client meeting,yesterday afternoon,at home,I think I got food poisoning from something I ate.,Can I get an extension for the project?,I think I got food poisoning from something I ate. Just wanted to let you know. Can I get an extension for the project?
casual,my boss,work,this morning,in the office,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,Sorry about that. I think I got food poisoning from something I ate. Is it possible to adjust the deadline?
casual,my boss,work,last night,at home,I woke up with awful nausea and cramps.,Could I work remotely until I feel better?,"Yeah, i woke up with awful nausea and cramps. Could I work remotely until I feel better?"
casual,my manager,work,last night,in the office,My stomach has been upset all morning.,Could we reschedule the meeting?,"Yeah, my stomach has been upset all morning. Could we reschedule the meeting?"
casual,my manager,work,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,Can we push back the meeting time?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Can we push back the meeting time?
casual,the team lead,a final exam,earlier today,at home,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,I think I got food poisoning from something I ate. Just wanted to let you know. Is it possible to adjust the deadline?
casual,my supervisor,work,yesterday afternoon,at a coffee shop,I caught a sudden fever and chills.,Would it be okay to work from home today?,"Yeah, i caught a sudden fever and chills. Would it be okay to work from home today?"
casual,my supervisor,a final exam,last night,at a coffee shop,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,I think I got food poisoning from something I ate. Just wanted to let you know. Is it possible to adjust the deadline?
casual,my supervisor,a project deadline,since last evening,at home,I woke up with awful nausea and cramps.,Can I get an extension for the project?,Sorry about that. I woke up with awful nausea and cramps. Can I get an extension for the project?
casual,the team lead,work,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,May I submit the report tomorrow?,"Yeah, i??턤 been feeling really unwell since last night. May I submit the report tomorrow?"
